13700;27450;3547
13700;27475;3547
13700;27500;3547
13700;27525;3547
13700;27550;3547
13700;27575;3547
13700;27600;3547
13700;27625;3547
13700;27650;3547
13700;27675;3547
13700;27700;3547
13700;27725;3547
13700;27750;3547
13700;27775;3547
13725;27425;3547
13725;27450;3547
13725;27475;3547
13725;27500;3547
13725;27525;3547
13725;27550;3547
13725;27575;3547
13725;27600;3547
13725;27625;3547
13725;27650;3547
13725;27675;3547
13725;27700;3547
13725;27725;3547
13725;27750;3547
13725;27775;3547
13725;27800;3547
13750;27375;3547
13750;27400;3547
13750;27425;3547
13750;27450;3547
13750;27475;3547
13750;27500;3547
13750;27525;3547
13750;27550;3547
13750;27575;3547
13750;27600;3547
13750;27625;3547
13750;27650;3547
13750;27675;3547
13750;27700;3547
13750;27725;3547
13750;27750;3547
13750;27775;3547
13750;27800;3547
13750;27825;3547
13775;27350;3547
13775;27375;3547
13775;27400;3547
13775;27425;3547
13775;27450;3547
13775;27475;3547
13775;27500;3547
13775;27525;3547
13775;27550;3547
13775;27575;3547
13775;27600;3547
13775;27625;3547
13775;27650;3547
13775;27675;3547
13775;27700;3547
13775;27725;3547
13775;27750;3547
13775;27775;3547
13775;27800;3547
13775;27825;3547
13775;27850;3547
13800;27300;3547
13800;27325;3547
13800;27350;3547
13800;27375;3547
13800;27400;3547
13800;27425;3547
13800;27450;3547
13800;27475;3547
13800;27500;3547
13800;27525;3547
13800;27550;3547
13800;27575;3547
13800;27600;3547
13800;27625;3547
13800;27650;3547
13800;27675;3547
13800;27700;3547
13800;27725;3547
13800;27750;3547
13800;27775;3547
13800;27800;3547
13800;27825;3547
13800;27850;3547
13800;27875;3547
13825;27275;3547
13825;27300;3547
13825;27325;3547
13825;27350;3547
13825;27375;3547
13825;27400;3547
13825;27425;3547
13825;27450;3547
13825;27475;3547
13825;27500;3547
13825;27525;3547
13825;27550;3547
13825;27575;3547
13825;27600;3547
13825;27625;3547
13825;27650;3547
13825;27675;3547
13825;27700;3547
13825;27725;3547
13825;27750;3547
13825;27775;3547
13825;27800;3547
13825;27825;3547
13825;27850;3547
13825;27875;3547
13825;27900;3547
13850;27225;3547
13850;27250;3547
13850;27275;3547
13850;27300;3547
13850;27325;3547
13850;27350;3547
13850;27375;3547
13850;27400;3547
13850;27425;3547
13850;27450;3547
13850;27475;3547
13850;27500;3547
13850;27525;3547
13850;27550;3547
13850;27575;3547
13850;27600;3547
13850;27625;3547
13850;27650;3547
13850;27675;3547
13850;27700;3547
13850;27725;3547
13850;27750;3547
13850;27775;3547
13850;27800;3547
13850;27825;3547
13850;27850;3547
13850;27875;3547
13850;27900;3547
13850;27925;3547
13875;27200;3547
13875;27225;3547
13875;27250;3547
13875;27275;3547
13875;27300;3547
13875;27325;3547
13875;27350;3547
13875;27375;3547
13875;27400;3547
13875;27425;3547
13875;27450;3547
13875;27475;3547
13875;27500;3547
13875;27525;3547
13875;27550;3547
13875;27575;3547
13875;27600;3547
13875;27625;3547
13875;27650;3547
13875;27675;3547
13875;27700;3547
13875;27725;3547
13875;27750;3547
13875;27775;3547
13875;27800;3547
13875;27825;3547
13875;27850;3547
13875;27875;3547
13875;27900;3547
13875;27925;3547
13875;27950;3547
13900;27150;3547
13900;27175;3547
13900;27200;3547
13900;27225;3547
13900;27250;3547
13900;27275;3547
13900;27300;3547
13900;27325;3547
13900;27350;3547
13900;27375;3547
13900;27400;3547
13900;27425;3547
13900;27450;3547
13900;27475;3547
13900;27500;3547
13900;27525;3547
13900;27550;3547
13900;27575;3547
13900;27600;3547
13900;27625;3547
13900;27650;3547
13900;27675;3547
13900;27700;3547
13900;27725;3547
13900;27750;3547
13900;27775;3547
13900;27800;3547
13900;27825;3547
13900;27850;3547
13900;27875;3547
13900;27900;3547
13900;27925;3547
13900;27950;3547
13900;27975;3547
13925;26825;3547
13925;26850;3547
13925;27125;3547
13925;27150;3547
13925;27175;3547
13925;27200;3547
13925;27225;3547
13925;27250;3547
13925;27275;3547
13925;27300;3547
13925;27325;3547
13925;27350;3547
13925;27375;3547
13925;27400;3547
13925;27425;3547
13925;27450;3547
13925;27475;3547
13925;27500;3547
13925;27525;3547
13925;27550;3547
13925;27575;3547
13925;27600;3547
13925;27625;3547
13925;27650;3547
13925;27675;3547
13925;27700;3547
13925;27725;3547
13925;27750;3547
13925;27775;3547
13925;27800;3547
13925;27825;3547
13925;27850;3547
13925;27875;3547
13925;27900;3547
13925;27925;3547
13925;27950;3547
13925;27975;3547
13950;26825;3547
13950;26850;3547
13950;26875;3547
13950;26900;3547
13950;27075;3547
13950;27100;3547
13950;27125;3547
13950;27150;3547
13950;27175;3547
13950;27200;3547
13950;27225;3547
13950;27250;3547
13950;27275;3547
13950;27300;3547
13950;27325;3547
13950;27350;3547
13950;27375;3547
13950;27400;3547
13950;27425;3547
13950;27450;3547
13950;27475;3547
13950;27500;3547
13950;27525;3547
13950;27550;3547
13950;27575;3547
13950;27600;3547
13950;27625;3547
13950;27650;3547
13950;27675;3547
13950;27700;3547
13950;27725;3547
13950;27750;3547
13950;27775;3547
13950;27800;3547
13950;27825;3547
13950;27850;3547
13950;27875;3547
13950;27900;3547
13950;27925;3547
13950;27950;3547
13950;27975;3547
13950;28000;3547
13975;26825;3547
13975;26850;3547
13975;26875;3547
13975;26900;3547
13975;26925;3547
13975;27050;3547
13975;27075;3547
13975;27100;3547
13975;27125;3547
13975;27150;3547
13975;27175;3547
13975;27200;3547
13975;27225;3547
13975;27250;3547
13975;27275;3547
13975;27300;3547
13975;27325;3547
13975;27350;3547
13975;27375;3547
13975;27400;3547
13975;27425;3547
13975;27450;3547
13975;27475;3547
13975;27500;3547
13975;27525;3547
13975;27550;3547
13975;27575;3547
13975;27600;3547
13975;27625;3547
13975;27650;3547
13975;27675;3547
13975;27700;3547
13975;27725;3547
13975;27750;3547
13975;27775;3547
13975;27800;3547
13975;27825;3547
13975;27850;3547
13975;27875;3547
13975;27900;3547
13975;27925;3547
13975;27950;3547
13975;27975;3547
13975;28000;3547
13975;28025;3547
14000;26825;3547
14000;26850;3547
14000;26875;3547
14000;26900;3547
14000;26925;3547
14000;26950;3547
14000;26975;3547
14000;27000;3547
14000;27025;3547
14000;27050;3547
14000;27075;3547
14000;27100;3547
14000;27125;3547
14000;27150;3547
14000;27175;3547
14000;27200;3547
14000;27225;3547
14000;27250;3547
14000;27275;3547
14000;27300;3547
14000;27325;3547
14000;27350;3547
14000;27375;3547
14000;27400;3547
14000;27425;3547
14000;27450;3547
14000;27475;3547
14000;27500;3547
14000;27525;3547
14000;27550;3547
14000;27575;3547
14000;27600;3547
14000;27625;3547
14000;27650;3547
14000;27675;3547
14000;27700;3547
14000;27725;3547
14000;27750;3547
14000;27775;3547
14000;27800;3547
14000;27825;3547
14000;27850;3547
14000;27875;3547
14000;27900;3547
14000;27925;3547
14000;27950;3547
14000;27975;3547
14000;28000;3547
14000;28025;3547
14000;28050;3547
14025;26850;3547
14025;26875;3547
14025;26900;3547
14025;26925;3547
14025;26950;3547
14025;26975;3547
14025;27000;3547
14025;27025;3547
14025;27050;3547
14025;27075;3547
14025;27100;3547
14025;27125;3547
14025;27150;3547
14025;27175;3547
14025;27200;3547
14025;27225;3547
14025;27250;3547
14025;27275;3547
14025;27300;3547
14025;27325;3547
14025;27350;3547
14025;27375;3547
14025;27400;3547
14025;27425;3547
14025;27450;3547
14025;27475;3547
14025;27500;3547
14025;27525;3547
14025;27550;3547
14025;27575;3547
14025;27600;3547
14025;27625;3547
14025;27650;3547
14025;27675;3547
14025;27700;3547
14025;27725;3547
14025;27750;3547
14025;27775;3547
14025;27800;3547
14025;27825;3547
14025;27850;3547
14025;27875;3547
14025;27900;3547
14025;27925;3547
14025;27950;3547
14025;27975;3547
14025;28000;3547
14025;28025;3547
14025;28050;3547
14025;28075;3547
14050;26850;3547
14050;26875;3547
14050;26900;3547
14050;26925;3547
14050;26950;3547
14050;26975;3547
14050;27000;3547
14050;27025;3547
14050;27050;3547
14050;27075;3547
14050;27100;3547
14050;27125;3547
14050;27150;3547
14050;27175;3547
14050;27200;3547
14050;27225;3547
14050;27250;3547
14050;27275;3547
14050;27300;3547
14050;27325;3547
14050;27350;3547
14050;27375;3547
14050;27400;3547
14050;27425;3547
14050;27450;3547
14050;27475;3547
14050;27500;3547
14050;27525;3547
14050;27550;3547
14050;27575;3547
14050;27600;3547
14050;27625;3547
14050;27650;3547
14050;27675;3547
14050;27700;3547
14050;27725;3547
14050;27750;3547
14050;27775;3547
14050;27800;3547
14050;27825;3547
14050;27850;3547
14050;27875;3547
14050;27900;3547
14050;27925;3547
14050;27950;3547
14050;27975;3547
14050;28000;3547
14050;28025;3547
14050;28050;3547
14050;28075;3547
14050;28100;3547
14075;26850;3547
14075;26875;3547
14075;26900;3547
14075;26925;3547
14075;26950;3547
14075;26975;3547
14075;27000;3547
14075;27025;3547
14075;27050;3547
14075;27075;3547
14075;27100;3547
14075;27125;3547
14075;27150;3547
14075;27175;3547
14075;27200;3547
14075;27225;3547
14075;27250;3547
14075;27275;3547
14075;27300;3547
14075;27325;3547
14075;27350;3547
14075;27375;3547
14075;27400;3547
14075;27425;3547
14075;27450;3547
14075;27475;3547
14075;27500;3547
14075;27525;3547
14075;27550;3547
14075;27575;3547
14075;27600;3547
14075;27625;3547
14075;27650;3547
14075;27675;3547
14075;27700;3547
14075;27725;3547
14075;27750;3547
14075;27775;3547
14075;27800;3547
14075;27825;3547
14075;27850;3547
14075;27875;3547
14075;27900;3547
14075;27925;3547
14075;27950;3547
14075;27975;3547
14075;28000;3547
14075;28025;3547
14075;28050;3547
14075;28075;3547
14075;28100;3547
14075;28125;3547
14100;26850;3547
14100;26875;3547
14100;26900;3547
14100;26925;3547
